Unnamed: 0,Name,Contact Information,Rating,Number of Ratings,Longitude,Latitude,Types,neighborhood
9,RKN Pizza & Pastries Sakhna,055 441 1976,3.7,272.0,46.09438710000001,25.1130201,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
10,سلسلة مطاعم محمد شوقي,,5.0,3.0,46.0943735,25.1130808,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
11,فوال ومخبز,050 092 9979,3.5,33.0,46.0942281,25.1130291,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
12,كوب الذرة,050 919 6838,3.9,28.0,46.10486160000001,25.1147692,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
13,Matam Al Bukhari,050 743 8739,3.4,154.0,46.10709879999999,25.1114987,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
14,مطعم الشواية الفضية البخاري,,,,46.10403,25.1157976,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
15,BOOFIAH RESTAURANT,,2.6,16.0,46.1071233,25.1122995,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
16,بوفية شطيرة سريعة,057 309 7576,3.7,18.0,46.10816440000001,25.1124806,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
17,Sweets & Bakeries Harimlae,011 526 0468,4.0,52.0,46.1073989,25.1154135,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة
18,Mohamed Elsa Restaurant,,3.0,1.0,46.1133909,25.1154502,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
19,جنيه الذهبي,050 253 9380,3.7,199.0,46.1168148,25.1164065,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة
20,مطاعم ومطابخ الكوخ المندي,053 227 7719,3.9,218.0,46.11719490000001,25.1166758,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة
21,Foodils Huraymila,055 174 6606,3.9,219.0,46.0949763,25.1266939,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة
22,ريوق شاي,053 947 6336,4.8,22.0,46.1050044,25.1277272,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة
23,بوفية ركن السحاب,053 460 3340,3.1,24.0,46.10497910000001,25.1277625,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
24,ركن الفرن الساخن,055 027 2301,3.9,230.0,46.104138,25.1283577,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
25,قهوة,,,,46.1097404,25.1293929,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
26,مطعم نخبة الصفوة للأكلات الشعبية,050 624 7505,3.6,45.0,46.1238176,25.1247586,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة
27,فوال الخرطوم,,3.0,3.0,46.1238362,25.1248808,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
28,Restaurant,054 196 7101,4.3,9.0,46.123683,25.125953,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
29,Rukn Assidah Mandi Restaurant,055 355 7152,4.0,73.0,46.1240169,25.1309205,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
30,فوال الطائف,055 999 2726,3.6,422.0,46.1241064,25.1309475,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
31,Bait Almeena Restaurant,053 070 2100,3.6,183.0,46.1239052,25.1313839,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
32,مطعم ومشويات تراث حلب,050 743 8655,3.8,73.0,46.12459459999999,25.1310194,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة
33,Deerty Traditional Restaurant,011 526 1054,3.7,282.0,46.1247921,25.1309824,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
34,مطعم كوزين,056 961 7616,4.6,93.0,46.1253205,25.1308879,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
35,محارة الخليج Zinker King,055 883 5521,4.2,81.0,46.12539049999999,25.1308297,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة
36,مطعم عالم الطهاة,055 372 5557,4.0,105.0,46.12555159999999,25.1308174,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
37,Chefs Restaurant,,5.0,1.0,46.12558420000001,25.1308185,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
38,بوفيه وجبات سريعة,059 217 4023,3.1,28.0,46.1445388,25.1284909,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة
39,بوفيه,050 296 3551,4.3,6.0,46.1855275,25.1101679,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة
40,أسرع مقلوبة,,3.0,2.0,46.1858291,25.1100392,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
41,Aziza Al Bukhari Restaurant - best restaurant in town,058 195 0084,3.5,6.0,46.1858314,25.1100305,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
42,مطعم حصن الجنوب البخاري,055 064 0029,4.0,4.0,46.20039479999999,25.1045107,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة
43,بخاري,,4.0,4.0,45.97441729999999,25.131417,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
44,مطعم ندى مطلق العتيبي,,2.0,5.0,46.2600159,25.088634,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
45,بوفية زهراء,,,,46.2616422,25.0932254,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة
46,مطعم ديرة الغذاء,059 113 8936,4.6,12.0,46.2610057,25.088148,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة
47,الشيخ محمد الحاتم ابوعادل,,5.0,11.0,46.2371789,24.9960839,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
48,585C+9R7 Malham,,,,46.32217849999999,25.1584323,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
49,فوال ايام زمان,054 391 4763,4.1,86.0,46.3303006,25.1658531,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
50,للوجبات السريعة فرع ملهم,055 959 2156,4.7,15.0,46.3288343,25.1765166,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
51,Ghadash Restaurant,055 015 0901,4.4,128.0,46.3288343,25.1765166,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
52,Bangladesh restaurant বাংলাদেশ হোটেলে,,5.0,1.0,46.3336857,25.1625308,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
53,لقيمات مذهلة,,5.0,1.0,46.3336857,25.1625308,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة
54,‏ساكن ملهم ‏ ‏سعودية,,,,46.3336857,25.1625308,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
55,مطعم هيفان,058 295 3090,3.8,84.0,46.3308005,25.1730757,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة
56,Restaurant kofta Shawarma Grill and Broasted pizza and inspiring Fatayer,055 321 6467,3.5,150.0,46.33249309999999,25.1681696,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
57,بوفية سماء المذاق الراقي,055 936 1943,4.7,13.0,46.33271420000001,25.1679463,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة
58,FOODILS MALHAM,058 397 5558,3.7,293.0,46.332736,25.1678918,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النهضة
59,فلافل نون,054 167 9246,3.1,16.0,46.33275709999999,25.16794449999999,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النهضة
60,فندق ميرا,9200 08155,3.7,1336.0,46.69398469999999,24.7012777,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
61,Luthan Hotel and Spa,011 480 7799,4.0,423.0,46.6417087,24.7066487,"['lodging', 'spa', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
62,Dining Hall,011 467 5591,3.0,27.0,46.6196551,24.7209893,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
63,Domino's Pizza,9200 12345,3.8,589.0,46.6049938,24.692347,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
64,McDonald's,800 121 2345,3.9,2735.0,46.69138399999999,24.570255,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
65,Derati Restaurant,011 202 0203,3.7,1331.0,46.58854249999999,24.6368753,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
66,Najd Village,9200 33511,3.8,8468.0,46.66923329999999,24.6976883,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
67,Hardee's,9200 01213,3.3,827.0,46.6436339,24.6008518,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
68,KFC,9200 21111,3.5,975.0,46.6441676,24.6004069,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
69,Derati Restaurants & Kitchens,9200 08273,3.8,994.0,46.66901430000001,24.5881775,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
70,KFC,9200 21111,3.7,2198.0,46.737091,24.59506409999999,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
71,Al-Tazaj,9200 00765,3.9,3797.0,46.5097818,24.5548875,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
72,Falafel Al-Sham,011 523 3392,4.1,304.0,46.27933189999999,24.4726616,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
73,Kudu - Al Muzahmiya Mall,9200 06999,3.8,435.0,46.2867774,24.4760398,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الأندلس
74,McDonald's,800 121 2345,3.6,1128.0,46.286331,24.476011,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
75,Burger King - Exit 28,,3.8,1294.0,46.6212052,24.5681274,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
76,Mama Noura,011 266 6623,4.1,11464.0,46.6653609,24.5717473,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
77,بيتزا الأصايل,055 086 6613,4.0,189.0,46.51706969999999,24.5634764,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
78,Al Nafoura Restaurant,011 267 0815,3.3,1007.0,46.6251475,24.5884052,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
79,Casa Pasta,9200 12111,4.3,808.0,46.5447847,24.5679414,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
80,Maestro Pizza,9200 17777,4.0,760.0,46.54483940000001,24.5680244,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
81,Herfy,9200 01111,3.8,710.0,46.5464219,24.5730097,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
82,Domino's Pizza,9200 12345,3.8,491.0,46.5467046,24.5730066,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
83,Herfy,9200 01111,3.7,1459.0,46.5644569,24.5535259,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
84,Kudu - Najm Al Din Al Ayyubi,9200 06999,3.9,1253.0,46.5684861,24.5531347,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الأندلس
85,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 449 6563,3.9,790.0,46.63085969999999,24.5802744,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
86,KFC,9200 21111,3.2,1068.0,46.5713944,24.5527572,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
87,Krispy Kreme Najm Ad Din - كرسبي كريم نجم الدين,059 801 4251,4.2,351.0,46.5717138,24.5527337,"['bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",حي الأندلس
88,KFC,9200 21111,3.2,1179.0,46.53392159999999,24.6359595,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
89,KFC,9200 21111,3.4,1705.0,46.61225279999999,24.5724179,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
90,Kudu - Tuwaiq - Riyadh,9200 06999,3.8,1092.0,46.5803146,24.5777535,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الأندلس
91,Herfy,9200 01111,3.8,1459.0,46.5757367,24.5774162,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
92,KFC,9200 21111,3.4,1224.0,46.58212329999999,24.5777937,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
93,Al-Kef Al-Dhahbi Restaurant,011 247 8800,3.8,1792.0,46.5560295,24.6270715,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
94,Maestro Pizza,9200 17777,3.9,1166.0,46.55749,24.6268875,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
95,McDonald's,800 121 2345,3.8,2261.0,46.586062,24.578088,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
96,Al-Saudi Restaurant,9200 09515,3.7,881.0,46.5583919,24.62841929999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
97,Burgerizzr,9200 22997,3.9,891.0,46.561442,24.629409,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
98,Pigeons Time,055 573 4828,4.0,963.0,46.5586793,24.6383518,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
99,McDonald's,800 121 2345,3.7,4198.0,46.56466,24.631477,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
100,Jan Burger - جان برجر‎,800 124 5600,3.7,955.0,46.56467000000001,24.632401,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
101,abu jbara restaurant,055 478 9090,4.0,2630.0,46.5648429,24.6325413,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
102,مطافي وجبات سريعة,011 436 6694,3.9,292.0,46.5863721,24.5969531,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
103,Hamburgini هامبرغيني - Dhahrat Laban,,3.9,1484.0,46.5657878,24.6323112,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
104,KFC,9200 21111,3.4,1776.0,46.5663484,24.6326132,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
105,Romansiah,9200 00144,4.4,12217.0,46.5683016,24.6347791,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
106,Golden Salamon Restaurant,011 432 4259,3.6,2016.0,46.6050754,24.5758887,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
107,Herfy,011 415 7971,3.6,216.0,46.62825859999999,24.4964041,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
108,Indian Valley Restaurant,011 436 3198,3.6,1465.0,46.613558,24.5703014,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
109,Cheese Restaurant,055 430 3368,3.9,888.0,46.6136233,24.5787268,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
110,Herfy,9200 01111,3.7,1427.0,46.61903469999999,24.5692395,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
111,McDonald's,800 121 2345,3.8,3377.0,46.618454,24.569785,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
112,Maestro Pizza,9200 17777,4.1,641.0,46.61384040000001,24.5825227,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
113,Jan Burger - جان برجر‎,800 124 5600,3.7,853.0,46.61426700000001,24.582688,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
114,Domino's Pizza,9200 12345,3.9,896.0,46.5757043,24.6534047,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
115,توم توم | TOM TOM,011 247 0597,3.8,278.0,46.62239729999999,24.5675952,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
116,Maestro Pizza,9200 17777,3.9,734.0,46.6230025,24.567418,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الأندلس
117,Hamburgini هامبرغيني - As Suwaidi Al Gharabi,,3.8,994.0,46.623349,24.5671739,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
118,Pizzaratti AlSuwaidi,800 124 6003,4.1,845.0,46.6233845,24.5671361,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
119,Domino's Pizza,9200 12345,3.8,547.0,46.6252652,24.5663525,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الأندلس
120,Maestro Pizza,9200 17777,4.0,444.0,44.4074628,24.51445229999999,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
121,Kudu - Duwadimi,9200 06999,3.7,682.0,44.4107185,24.5163394,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي القدس
122,McDonald's,800 121 2345,3.6,1467.0,44.396131,24.507663,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
123,Domino's Pizza,9200 12345,4.0,369.0,44.4240438,24.5258778,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
124,KFC,9200 21111,3.4,677.0,44.43074920000001,24.5335248,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
125,Subway,9200 12782,3.9,294.0,44.4442185,24.5449246,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
126,تشيكن فرايز فود ترك,056 074 8511,5.0,4.0,44.40689580000001,24.51358179999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
127,فوال الطائف,011 642 2230,3.8,397.0,44.4079858,24.5146332,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
128,مطعم أحمد,050 327 8202,4.1,8.0,44.4079506,24.5146344,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
129,ألذ كنافه,055 508 7353,4.2,24.0,44.4079139,24.5146309,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
130,شاورما عالفحم,050 090 7840,3.6,46.0,44.40791850000001,24.5146368,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
131,لقيمات ماجد,058 076 3196,3.7,26.0,44.40767049999999,24.5145376,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
132,قصر العصيرات,050 839 1176,3.9,97.0,44.40905099999999,24.5152988,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
133,مذاق الحمام,055 277 5871,3.7,172.0,44.40418589999999,24.5128306,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
134,Fit bit مطعم,055 313 3836,5.0,14.0,44.4070967,24.5188511,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
135,"بوفيه الهناء "" يقدم مطبق""",055 919 1653,4.2,25.0,44.4026549,24.5164335,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
136,مطعم لذيذ وشواية لتقديم الوجبات,053 640 8950,5.0,3.0,44.4087533,24.5198008,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
137,بوفيه ارض الجنتين,,4.0,4.0,44.4018909,24.5159241,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
138,مطعم زواية البيت المندي,,,,44.4094092,24.5201048,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
139,بوفيهات المثالي,054 295 5718,3.8,13.0,44.4011168,24.5150362,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
140,برقر كارني,053 572 2656,5.0,7.0,44.4020421,24.5065108,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
141,توت نجد للخضار والفواكه,050 511 5922,5.0,9.0,44.4017636,24.5063442,"['store', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
142,watani restaurant,011 644 1666,4.0,986.0,44.3994148,24.5101724,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
143,عصيرات جنه الفواكه,,5.0,1.0,44.3993384,24.5101268,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
144,مطعم اطايب النخيل الدوادمي,055 939 2882,,,44.4182424,24.5167443,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
145,مطعم كبده تمام,055 247 4470,3.0,2.0,44.4182424,24.5167443,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
146,مطعم تميز الوطن,057 068 2839,,,44.4182424,24.5167443,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
147,مطبخ العربي,055 487 0369,,,44.4182424,24.5167443,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
148,Bagar ciff,,,,44.4182424,24.5167443,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
149,Al Dawadhmi,,5.0,3.0,44.4182424,24.5167443,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
150,مطعم صياد اللؤلؤ,,,,44.4182424,24.5167444,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
151,اسماك الخليج,,,,44.4182424,24.5167444,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
152,Muhammad abdurehman restaurant,,,,44.4182424,24.5167444,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
153,بوفيه قوه الكبده,,,,44.4182424,24.5167444,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
154,نولا بيتزاريا Nola Pizzeria,050 333 6614,4.2,473.0,44.39895019999999,24.5099075,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
155,مطاعم ومطابخ الفرسان,050 005 6343,4.3,562.0,44.41626489999999,24.51937420000001,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
156,مطاعم البستان البخاري فرع الوحيد في الدوادمي,050 161 0526,4.2,381.0,44.3986084,24.50898969999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
157,فوال صباح الخير,,4.4,30.0,44.41732499999999,24.5204385,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
158,مطعم السلطان Alsultan restaurant,011 644 4445,3.8,193.0,44.3972042,24.5081067,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
159,ثلاجة إطعام,,,,44.3963613,24.511048,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
160,مقصف ام سعد,,5.0,4.0,44.4134327,24.5236685,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
161,Layali Al Sham Restaurant,011 644 1300,3.7,85.0,44.4177349,24.5228312,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
162,بوفيه زمزم,,3.6,24.0,44.4188375,24.5221754,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
163,كاتشي لاونج,053 868 8451,4.0,107.0,44.41699239999999,24.5234864,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
164,مطعم 22,,5.0,2.0,44.4201684,24.5220666,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
165,فطائر وصايه,011 644 2022,3.9,39.0,44.4197631,24.522963,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
166,بيتزا كونا,050 587 6480,4.3,23.0,44.42396019999999,24.5176284,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
167,بوفية ركن هلا,,5.0,1.0,44.4239715,24.5176751,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
168,مطعم قرص وسمن,056 493 8000,4.1,36.0,44.4202704,24.5229495,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
169,حلويات مذاق الحلا,050 556 0901,3.6,8.0,44.4205791,24.5230397,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
170,بوفية ابو عنتر,055 665 1928,4.4,21.0,44.393192,24.5059384,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
171,مطعم زاد قمرنا,,,,44.3978957,24.524709,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
172,مطعم الحنيذ المختص,053 616 9525,3.8,68.0,44.39773950000001,24.5246681,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
173,بوفية الشباب,050 216 5770,3.7,48.0,44.4214438,24.5240864,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
174,Jamil Al-Bukhari Restaurant,055 224 4129,3.7,365.0,44.4217617,24.5241179,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
175,بوفيه سكة سفرنا,,,,44.4142541,24.5281644,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي القدس
176,Anab roman restaurant,011 644 0111,4.1,168.0,44.3920538,24.5053535,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
177,Labiba shawarma,050 952 8882,4.5,331.0,44.3919573,24.5052942,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
178,بوفية حياة عدن لتقديم الوجبات السريعة,053 091 7688,4.7,21.0,44.3966659,24.5253745,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
179,مطعم قارب البحار للمأكولات البحرية,050 942 0280,3.9,17.0,44.39111739999999,24.5048921,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي القدس
180,فندق ميرا,9200 08155,3.7,1336.0,46.69398469999999,24.7012777,"['lodging', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
181,مركز ماي كار لصيانة السيارات الاوروبية,,3.5,2755.0,46.5764369,24.85175139999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
182,Luthan Hotel and Spa,011 480 7799,4.0,423.0,46.6417087,24.7066487,"['spa', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
183,Dining Hall,011 467 5591,3.0,27.0,46.6196551,24.7209893,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
184,Sushi Yoshi,011 812 0055,4.0,1721.0,46.7061255,24.7048211,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
185,Najd Village,9200 33511,3.9,11310.0,46.70469529999999,24.7426043,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
186,Wooden Bakery,050 133 8321,4.3,10550.0,46.7226815,24.6941192,"['bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",حي الخليج
187,Najd Village,9200 33511,3.8,8468.0,46.66923329999999,24.6976883,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
188,KFC,9200 21111,3.7,2198.0,46.737091,24.59506409999999,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
189,McDonald's,800 121 2345,3.9,2735.0,46.69138399999999,24.570255,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
190,Domino's Pizza,9200 12345,3.8,589.0,46.6049938,24.692347,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
191,Mama Noura,9200 12026,4.3,23691.0,46.70188479999999,24.6916263,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الخليج
192,Burger King - Al Quds,,3.6,1707.0,46.740762,24.75733899999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الخليج
